feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
SpectralFlux,6,64,2.7702202249733165,2.3947315966861815,2.5804511329042,2.5887459025820876,0.0,0.0,0.0,0.22924848083955052,2.165483115846631
SpectralFlux,7,128,3.6098982199790868,3.2018491794673594,3.4986973570165025,3.5044154823165656,0.0,0.0,0.0,0.13513121122129101,3.0667179682460683
SpectralFlux,8,256,4.516714033436903,4.0933398330104644,4.457129162461502,4.461847333181769,0.0,0.0,0.0,0.07274118760653092,4.0205986454039335
SpectralKurtosis,1,2,0.4215835473751426,0.39053344076533314,0.06255919692755418,0.0672944242053985,0.0,0.32797424383777896,0.03321781539453345,0.3695753898932171,0.020958050872116038
SpectralKurtosis,2,4,0.771551136302751,0.6911939934456068,0.1996425754229872,0.20819361581973883,0.0,0.49155141802261965,0.04978520285535815,0.6111549627987394,0.08003903064686742
SpectralKurtosis,3,8,1.089484300207868,0.9355663897601048,0.49970769850075086,0.5111035024429867,0.0,0.4358586912593539,0.04414454432439318,0.6601217509608481,0.2754446387992566
SpectralKurtosis,4,16,1.503390953714323,1.2645849835650687,1.0220335212609795,1.0349524994324464,0.0,0.2425514623040892,0.02456604398019896,0.5596605596743818,0.7049244238906869
SpectralKurtosis,5,32,2.0634403952991125,1.7467204237283926,1.7378092689054327,1.7493848608744773,0.0,0.0089111548229599,0.0009025376273375875,0.38826772021031,1.3584527035180827
SpectralKurtosis,6,64,2.7867984551170863,2.415218853127037,2.5806269639753485,2.58797163213733,0.0,0.0,0.0,0.24951970542745228,2.1656991476995846
SpectralKurtosis,7,128,3.6173402386673885,3.211334552810955,3.498147458812176,3.5031294179392622,0.0,0.0,0.0,0.1452995229255749,3.0660350298853802
SpectralKurtosis,8,256,4.524441507672098,4.103332765667833,4.456753258676809,4.461166606846933,0.0,0.0,0.0,0.08319997607418017,4.020132789593653
SpectralRolloff,1,2,0.4278328352718148,0.3966494664018789,0.06291697375265151,0.06737214110962615,0.0,0.33373249264922744,0.03380102108707892,0.37533275028959806,0.021316716112280885
SpectralRolloff,2,4,0.7717832485548506,0.6916926302179629,0.20018164923782905,0.20888347490221343,0.0,0.49151098098013385,0.04978110731969451,0.6110829870213568,0.08060964319660618
SpectralRolloff,3,8,1.0923084844934703,0.9385682570592113,0.5002129316193511,0.512498693225976,0.0,0.4383553254398602,0.04439740787960809,0.6625977294910348,0.2759705275681766
SpectralRolloff,4,16,1.5049535962568044,1.2648594242596456,1.0213869845745622,1.034815287393372,0.0,0.24347243968508336,0.024659322209203846,0.5607094688250986,0.704149955434547
