feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
LHR,7,128,3.6337849012331525,3.2406635994580046,3.497836775348769,3.507538400041108,0.0,0.0,0.0,0.16496008347807178,3.075703515979933
LHR,8,256,4.525170524087134,4.123789853475696,4.455277058496073,4.462371833228515,0.0,0.0,0.0,0.08530273580802383,4.038487117667672
RMS,1,2,0.5233962522763118,0.4965224850179286,0.06294237819346826,0.07067714464069538,0.0,0.43358010682446035,0.051611275951883154,0.4751074736883666,0.02141501132956205
RMS,2,4,0.9418267134404346,0.8730397311919145,0.19913933890598018,0.2124662902411453,0.0,0.6739003922859343,0.08021783878666988,0.7933296329170973,0.07971009827481713
RMS,3,8,1.3105966757842218,1.1815286284469426,0.49971711166239074,0.5227043800787188,0.0,0.6818115167845519,0.08115954073092711,0.905510358007432,0.2760182704395106
RMS,4,16,1.7208955977218103,1.5139182801675695,1.02085962881583,1.042108942460615,0.0,0.49305865135173943,0.05869131381915688,0.8091804462235355,0.704737833944034
RMS,5,32,2.235245143233435,1.951837845403059,1.7350874485302825,1.7541614085332622,0.0,0.21675039687277642,0.025800917453554065,0.5942559442100548,1.3575819011930041
RMS,6,64,2.910850771393344,2.5688882467385117,2.5796120152160107,2.594901921880261,0.0,0.0,0.0,0.399473470181277,2.1694147765572347
RMS,7,128,3.692032973430454,3.312718377769704,3.49746555142118,3.50662023944716,0.0,0.0,0.0,0.23747237763057516,3.0752460001391286
RMS,8,256,4.56160872896476,4.169350346321764,4.454980499786716,4.461407032162112,0.0,0.0,0.0,0.13123005363563767,4.038120292686126
SemitoneSDF0,1,2,0.23877500693752296,0.20056001679945545,0.06301545644201263,0.07016637187817035,0.0,0.13754456035744284,0.016372638293487198,0.1790657635132621,0.02149425328619335
SemitoneSDF0,2,4,0.46340517805777637,0.36010143052325994,0.1990055490018755,0.2150767132539345,0.0,0.16109588152138443,0.019176073498404778,0.28057813004209387,0.0795233004811661
SemitoneSDF0,3,8,0.7581812633689857,0.5673528610021208,0.49806829830462845,0.519593514994013,0.0,0.06928456269749234,0.008247298776633114,0.2933563082596231,0.2739965527424977
SemitoneSDF0,4,16,1.2386504826180857,0.96153016703623,1.0212857250193352,1.0423113961873538,0.0,0.0,0.0,0.2563187763364223,0.7052113906998076
SemitoneSDF0,5,32,1.8924075425197113,1.5476097121449577,1.7353836198189614,1.7523870768377647,0.0,0.0,0.0,0.18963918404197289,1.3579705281029848
SemitoneSDF0,6,64,2.6652790199382803,2.274376653074375,2.57952332158662,2.593156062345036,0.0,0.0,0.0,0.10505180288814842,2.169324850186227
SemitoneSDF0,7,128,3.5385385709325536,3.125939951603165,3.4964546550947286,3.5047039469151193,0.0,0.0,0.0,0.05195632708042819,3.0739836245227368
SemitoneSDF0,8,256,4.475741388980827,4.063882414621855,4.455026691447203,4.461004101626088,0.0,0.0,0.0,0.025702986488258972,4.038179428133596
SpectralEntropy,1,2,0.4232807646747041,0.3918458534321001,0.06267508233917543,0.07070977949424365,0.0,0.3291707710929247,0.03918289431357433,0.3706999870692569,0.02114586636284323
SpectralEntropy,2,4,0.7635040167699554,0.6827594408330722,0.20067442928088533,0.21479386635010422,0.0,0.48208501155218686,0.057385064886198864,0.6013761851222059,0.08138325571086621
SpectralEntropy,3,8,1.0587916402245874,0.9040825672462827,0.49748266275895775,0.5181481573389451,0.0,0.4065999044873249,0.048399683339255976,0.6306266549804223,0.27345591226586047
SpectralEntropy,4,16,1.468334917101192,1.2258546409670679,1.0203759102544805,1.040661640721291,0.0,0.20547873071258738,0.024459192906061054,0.5217952987599257,0.7040593422071422
SpectralEntropy,5,32,2.024318984112817,1.7024501478209029,1.7347875410871085,1.7520040253701958,0.0,0.0,0.0,0.34522670929789734,1.3572234385230055
SpectralEntropy,6,64,2.7515171986795686,2.377749940296926,2.5786616214472695,2.5926343070773856,0.0,0.0,0.0,0.20949573995419257,2.1682542003427336
SpectralEntropy,7,128,3.6038017342751836,3.2053796435454007,3.4974989077451766,3.5074671047363064,0.0,0.0,0.0,0.13009843796984955,3.075281205575551
SpectralEntropy,8,256,4.511399473419459,4.107799867896778,4.4545894667338555,4.4615838425977765,0.0,0.0,0.0,0.07017107670532763,4.037628791191451
